id,scope,category,subcategory,activity,detail,text,uom,ghg_unit,factor,source_sheet,factor_version
31_307_3019_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,nan,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00026,All Factors (Flat),2026.1
31_307_3019_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,nan,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00036,All Factors (Flat),2026.1
31_307_3020_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,km,kg CO2e,0.1689,All Factors (Flat),2026.1
31_307_3020_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,km,kg CO2e of CO2 per unit,0.16722,All Factors (Flat),2026.1
31_307_3020_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06,All Factors (Flat),2026.1
31_307_3020_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,km,kg CO2e of N2O per unit,0.00167,All Factors (Flat),2026.1
31_307_3021_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,km,kg CO2e,0.1985,All Factors (Flat),2026.1
31_307_3021_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,km,kg CO2e of CO2 per unit,0.19782,All Factors (Flat),2026.1
31_307_3021_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,km,kg CO2e of CH4 per unit,0.00036,All Factors (Flat),2026.1
31_307_3021_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,km,kg CO2e of N2O per unit,0.00032,All Factors (Flat),2026.1
31_307_3256_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3256_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3256_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3256_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3257_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3257_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3257_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3257_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3258_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3258_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3258_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3258_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3022_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,km,kg CO2e,0.17752,All Factors (Flat),2026.1
31_307_3022_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,km,kg CO2e of CO2 per unit,0.17608,All Factors (Flat),2026.1
31_307_3022_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,km,kg CO2e of CH4 per unit,9e-05,All Factors (Flat),2026.1
31_307_3022_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,km,kg CO2e of N2O per unit,0.00135,All Factors (Flat),2026.1
31_307_3023_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.08638,All Factors (Flat),2026.1
31_307_3023_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.08567,All Factors (Flat),2026.1
31_307_3023_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00035,All Factors (Flat),2026.1
31_307_3023_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00036,All Factors (Flat),2026.1
31_307_3024_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,km,kg CO2e,0.02716,All Factors (Flat),2026.1
31_307_3024_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.02665,All Factors (Flat),2026.1
31_307_3024_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00021,All Factors (Flat),2026.1
31_307_3024_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00029,All Factors (Flat),2026.1
31_307_3020_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,miles,kg CO2e,0.27182,All Factors (Flat),2026.1
31_307_3020_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,miles,kg CO2e of CO2 per unit,0.26911,All Factors (Flat),2026.1
31_307_3020_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,miles,kg CO2e of CH4 per unit,1e-05,All Factors (Flat),2026.1
31_307_3020_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Diesel,miles,kg CO2e of N2O per unit,0.00269,All Factors (Flat),2026.1
31_307_3021_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,miles,kg CO2e,0.31945,All Factors (Flat),2026.1
31_307_3021_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,miles,kg CO2e of CO2 per unit,0.31836,All Factors (Flat),2026.1
31_307_3021_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,miles,kg CO2e of CH4 per unit,0.00057,All Factors (Flat),2026.1
31_307_3021_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Petrol,miles,kg CO2e of N2O per unit,0.00052,All Factors (Flat),2026.1
31_307_3256_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3256_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3256_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3256_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Hybrid,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3257_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3257_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3257_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3257_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,CNG,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3258_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3258_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3258_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3258_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,LPG,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3022_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,miles,kg CO2e,0.2857,All Factors (Flat),2026.1
31_307_3022_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,miles,kg CO2e of CO2 per unit,0.28338,All Factors (Flat),2026.1
31_307_3022_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,miles,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
31_307_3022_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Unknown,miles,kg CO2e of N2O per unit,0.00218,All Factors (Flat),2026.1
31_307_3023_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.13902,All Factors (Flat),2026.1
31_307_3023_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.13788,All Factors (Flat),2026.1
31_307_3023_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00055,All Factors (Flat),2026.1
31_307_3023_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00059,All Factors (Flat),2026.1
31_307_3024_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,miles,kg CO2e,0.04371,All Factors (Flat),2026.1
31_307_3024_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.04289,All Factors (Flat),2026.1
31_307_3024_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00035,All Factors (Flat),2026.1
31_307_3024_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,nan,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00047,All Factors (Flat),2026.1
31_307_3025_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,km,kg CO2e,0.20205,All Factors (Flat),2026.1
31_307_3025_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,km,kg CO2e of CO2 per unit,0.20037,All Factors (Flat),2026.1
31_307_3025_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06,All Factors (Flat),2026.1
31_307_3025_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,km,kg CO2e of N2O per unit,0.00167,All Factors (Flat),2026.1
31_307_3026_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,km,kg CO2e,0.3035,All Factors (Flat),2026.1
31_307_3026_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,km,kg CO2e of CO2 per unit,0.30282,All Factors (Flat),2026.1
31_307_3026_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,km,kg CO2e of CH4 per unit,0.00036,All Factors (Flat),2026.1
31_307_3026_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,km,kg CO2e of N2O per unit,0.00032,All Factors (Flat),2026.1
31_307_3259_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3259_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3259_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3259_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3260_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3260_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3260_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3260_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3261_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3261_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3261_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3261_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3027_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,km,kg CO2e,0.24885,All Factors (Flat),2026.1
31_307_3027_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,km,kg CO2e of CO2 per unit,0.24765,All Factors (Flat),2026.1
31_307_3027_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,km,kg CO2e of CH4 per unit,0.00017,All Factors (Flat),2026.1
31_307_3027_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,km,kg CO2e of N2O per unit,0.00103,All Factors (Flat),2026.1
31_307_3028_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.11664,All Factors (Flat),2026.1
31_307_3028_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.1158,All Factors (Flat),2026.1
31_307_3028_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00045,All Factors (Flat),2026.1
31_307_3028_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00039,All Factors (Flat),2026.1
31_307_3029_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,km,kg CO2e,0.03573,All Factors (Flat),2026.1
31_307_3029_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03514,All Factors (Flat),2026.1
31_307_3029_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00025,All Factors (Flat),2026.1
31_307_3029_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00035,All Factors (Flat),2026.1
31_307_3025_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,miles,kg CO2e,0.32518,All Factors (Flat),2026.1
31_307_3025_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,miles,kg CO2e of CO2 per unit,0.32247,All Factors (Flat),2026.1
31_307_3025_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,miles,kg CO2e of CH4 per unit,1e-05,All Factors (Flat),2026.1
31_307_3025_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Diesel,miles,kg CO2e of N2O per unit,0.00269,All Factors (Flat),2026.1
31_307_3026_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,miles,kg CO2e,0.48844,All Factors (Flat),2026.1
31_307_3026_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,miles,kg CO2e of CO2 per unit,0.48735,All Factors (Flat),2026.1
31_307_3026_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,miles,kg CO2e of CH4 per unit,0.00057,All Factors (Flat),2026.1
31_307_3026_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Petrol,miles,kg CO2e of N2O per unit,0.00052,All Factors (Flat),2026.1
31_307_3259_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3259_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3259_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3259_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Hybrid,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3260_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3260_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3260_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3260_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,CNG,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3261_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,miles,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3261_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,miles,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3261_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,miles,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3261_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,LPG,miles,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3027_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,miles,kg CO2e,0.4005,All Factors (Flat),2026.1
31_307_3027_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,miles,kg CO2e of CO2 per unit,0.39856,All Factors (Flat),2026.1
31_307_3027_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,miles,kg CO2e of CH4 per unit,0.00028,All Factors (Flat),2026.1
31_307_3027_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Unknown,miles,kg CO2e of N2O per unit,0.00166,All Factors (Flat),2026.1
31_307_3028_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.18772,All Factors (Flat),2026.1
31_307_3028_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.18637,All Factors (Flat),2026.1
31_307_3028_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00072,All Factors (Flat),2026.1
31_307_3028_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00063,All Factors (Flat),2026.1
31_307_3029_9_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,miles,kg CO2e,0.0575,All Factors (Flat),2026.1
31_307_3029_9_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.05655,All Factors (Flat),2026.1
31_307_3029_9_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.0004,All Factors (Flat),2026.1
31_307_3029_9_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,nan,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00055,All Factors (Flat),2026.1
31_307_3030_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Diesel,km,kg CO2e,0.17388,All Factors (Flat),2026.1
31_307_3030_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Diesel,km,kg CO2e of CO2 per unit,0.1722,All Factors (Flat),2026.1
31_307_3030_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06,All Factors (Flat),2026.1
31_307_3030_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Diesel,km,kg CO2e of N2O per unit,0.00167,All Factors (Flat),2026.1
31_307_3031_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Petrol,km,kg CO2e,0.23235,All Factors (Flat),2026.1
31_307_3031_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Petrol,km,kg CO2e of CO2 per unit,0.23167,All Factors (Flat),2026.1
31_307_3031_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Petrol,km,kg CO2e of CH4 per unit,0.00036,All Factors (Flat),2026.1
31_307_3031_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Petrol,km,kg CO2e of N2O per unit,0.00032,All Factors (Flat),2026.1
31_307_3262_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Hybrid,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3262_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Hybrid,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3262_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Hybrid,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3262_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Hybrid,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3263_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,CNG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3263_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,CNG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3263_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,CNG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3263_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,CNG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3264_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,LPG,km,kg CO2e,0.0,All Factors (Flat),2026.1
31_307_3264_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,LPG,km,kg CO2e of CO2 per unit,0.0,All Factors (Flat),2026.1
31_307_3264_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,LPG,km,kg CO2e of CH4 per unit,0.0,All Factors (Flat),2026.1
31_307_3264_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,LPG,km,kg CO2e of N2O per unit,0.0,All Factors (Flat),2026.1
31_307_3032_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Unknown,km,kg CO2e,0.2234,All Factors (Flat),2026.1
31_307_3032_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Unknown,km,kg CO2e of CO2 per unit,0.22256,All Factors (Flat),2026.1
31_307_3032_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Unknown,km,kg CO2e of CH4 per unit,0.0003,All Factors (Flat),2026.1
31_307_3032_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Unknown,km,kg CO2e of N2O per unit,0.00053,All Factors (Flat),2026.1
31_307_3033_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.16066,All Factors (Flat),2026.1
31_307_3033_4_2,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.15999,All Factors (Flat),2026.1
31_307_3033_4_3,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00036,All Factors (Flat),2026.1
31_307_3033_4_4,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00031,All Factors (Flat),2026.1
31_307_3034_4_1,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,nan,Battery Electric Vehicle,km,kg CO2e,0.04594,All Factors (Flat),2026.1
